Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
13213,1.0,Ideal,J,VS1,62.3,56.0,6.43,6.38,3.99,4032
2175,0.32,Ideal,D,VS2,61.9,57.0,4.37,4.39,2.71,758
18608,1.72,Very Good,D,SI2,63.4,62.0,7.59,7.53,4.79,12360
2852,1.22,Ideal,G,VS2,,55.0,6.83,6.87,4.25,7783
20826,0.31,Good,E,VS2,63.4,55.0,4.32,4.35,2.75,544
13209,0.91,Ideal,I,SI2,61.6,57.0,6.24,6.23,3.84,2981
8394,0.45,Ideal,G,VVS2,61.2,56.0,4.91,4.96,3.02,1135
21274,0.71,Premium,F,SI1,61.6,60.0,5.79,5.73,3.55,2381
15044,1.1,Premium,J,SI2,60.0,58.0,6.77,6.66,4.03,3216
3553,1.85,Very Good,H,I1,63.3,56.0,7.8,7.75,4.92,5688
25977,1.19,Good,J,SI1,59.8,64.0,6.94,6.9,4.14,4498
4076,1.51,Very Good,J,SI2,62.8,59.0,7.23,7.26,4.55,6773
8665,0.31,Good,E,SI1,63.2,59.0,4.28,4.33,2.72,544
26094,1.02,Good,G,VS1,64.3,57.0,6.28,6.34,4.06,5951
8857,0.71,Premium,D,VS2,61.2,59.0,5.69,5.74,3.5,2874
6725,0.34,Ideal,F,VS2,61.4,55.0,4.54,4.52,2.78,856
7042,0.36,Good,I,VS1,63.3,56.0,4.51,4.56,2.87,568
4541,0.8,Ideal,F,SI1,60.5,57.0,6.02,6.07,3.66,3420
14315,0.31,Good,F,SI1,63.2,56.0,4.27,4.31,2.71,512
3808,2.01,Very Good,G,SI2,63.3,56.0,8.06,8.01,5.08,12271
25184,0.34,Ideal,D,VS1,60.7,57.0,4.55,4.51,2.75,961
18895,0.7,Good,E,SI2,60.7,61.0,5.69,5.71,3.46,2405
23209,0.47,Fair,E,SI1,65.2,59.0,4.75,4.82,3.12,828
26922,0.93,Ideal,E,SI1,62.0,56.0,6.25,6.29,3.89,4179
19121,0.77,Ideal,H,SI1,61.7,56.0,5.9,5.85,3.62,2612
11820,0.7,Good,D,VVS2,63.3,54.0,5.6,5.64,3.56,3267
24632,2.05,Premium,E,SI2,59.7,59.0,8.39,8.27,4.97,17237
22532,1.01,Premium,H,SI2,62.3,60.0,6.39,6.32,3.96,3782
1131,2.05,Very Good,H,VS2,61.8,60.0,8.14,8.19,5.05,18152
9300,0.35,Ideal,D,VS2,60.6,57.0,4.63,4.58,2.79,964
22516,0.36,Very Good,H,VS2,61.0,60.0,4.55,4.6,2.79,568
16294,1.56,Good,G,SI2,,54.0,7.35,7.31,4.67,6246
24985,0.3,Premium,G,VS1,61.9,59.0,4.32,4.3,2.67,776
2984,1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,7251
21580,0.47,Ideal,H,VS2,62.7,55.0,5.08,4.95,3.15,1058
14224,0.39,Ideal,G,SI2,60.9,56.0,4.78,4.74,2.9,716
909,0.34,Ideal,E,SI1,62.2,54.0,4.5,4.47,2.79,714
25470,0.43,Premium,D,SI1,60.1,58.0,4.93,4.89,2.95,1064
21696,0.52,Very Good,I,VS1,61.4,57.0,5.17,5.19,3.18,1282
24447,0.32,Ideal,H,IF,61.1,56.0,4.45,4.48,2.73,814
6956,1.04,Ideal,I,SI1,61.7,57.0,6.49,6.54,4.02,4344
10579,0.52,Ideal,G,VVS1,60.6,57.0,5.21,5.26,3.17,2387
6766,2.19,Premium,I,SI2,60.8,60.0,8.38,8.34,5.08,15169
15647,0.33,Premium,I,SI1,60.4,59.0,4.5,4.54,2.73,434
7293,1.21,Very Good,I,VS1,59.4,60.0,6.9,6.97,4.12,5865
22087,0.32,Premium,H,SI1,62.3,60.0,4.4,4.36,2.73,591
23414,0.32,Good,F,SI2,63.1,56.0,4.34,4.38,2.75,421
23112,0.41,Ideal,F,VVS2,62.6,55.0,4.76,4.73,2.97,1192
26270,0.43,Ideal,G,VS1,62.3,56.0,4.85,4.82,3.01,1008
1712,0.71,Good,G,SI1,63.6,56.0,5.65,5.67,3.6,2428
12470,0.52,Premium,G,VS1,,60.0,5.13,5.19,3.16,1689
21537,1.03,Very Good,F,SI1,62.5,59.0,6.41,6.45,4.02,4282
5122,1.24,Ideal,I,SI1,62.4,57.0,6.89,6.87,4.29,5976
15523,0.5,Very Good,E,SI2,63.1,58.0,5.09,5.05,3.2,1181
11313,0.43,Good,F,VS1,57.9,61.0,4.99,5.03,2.9,931
18124,0.42,Ideal,I,VVS2,62.8,54.0,4.78,4.8,3.01,862
12824,0.31,Ideal,G,VVS1,62.6,53.0,4.37,4.38,2.74,789
13191,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,7466
7137,1.0,Premium,F,I1,62.4,59.0,6.38,6.34,3.97,3405
6156,0.53,Ideal,G,VS1,61.7,55.0,5.18,5.22,3.21,1607
19304,0.42,Very Good,D,VS2,63.2,58.0,4.77,4.79,3.02,910
13688,1.25,Premium,D,SI1,62.4,58.0,6.89,6.83,4.28,7924
3999,0.4,Ideal,G,VS2,62.1,58.0,4.68,4.72,2.92,859
16376,0.5,Fair,H,VS1,66.5,60.0,4.93,4.85,3.25,1155
21254,1.01,Very Good,F,VVS2,63.0,56.0,6.34,6.4,4.01,8265
20571,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15451
15097,1.01,Premium,I,SI2,59.6,62.0,6.56,6.5,3.89,3767
9253,0.31,Good,I,VS1,63.5,57.0,4.26,4.28,2.71,489
879,0.23,Very Good,E,VVS2,60.9,60.0,3.96,3.99,2.42,530
2811,1.03,Fair,G,SI1,66.1,56.0,6.26,6.2,4.12,3052
21567,0.32,Ideal,I,VVS2,63.0,57.0,4.37,4.33,2.74,720
10466,1.5,Good,G,SI2,57.9,61.0,7.52,7.48,4.35,6006
21301,2.23,Very Good,G,I1,63.5,57.0,8.24,8.2,5.22,7006
19093,0.42,Very Good,E,SI1,63.4,56.0,4.82,4.74,3.03,992
4457,0.39,Premium,D,VS2,61.3,58.0,4.7,4.73,2.89,958
4156,0.72,Ideal,E,SI1,62.2,58.0,5.72,5.75,3.57,3037
5426,1.56,Ideal,F,VS1,61.7,56.0,7.48,7.46,4.61,17455
8567,0.3,Ideal,F,VVS1,62.2,53.0,4.3,4.32,2.68,857
25753,0.7,Ideal,E,VS2,61.5,57.0,5.67,5.78,3.52,2980
13319,0.33,Ideal,E,VVS2,61.2,56.0,4.44,4.48,2.73,814
5111,0.36,Good,D,SI1,63.4,57.0,4.55,4.57,2.89,663
24910,1.02,Very Good,D,SI2,61.5,56.0,6.47,6.51,3.99,4633
23208,0.73,Ideal,E,VVS1,62.0,56.0,5.75,5.79,3.58,4830
9377,1.01,Ideal,F,SI2,62.4,54.0,6.41,6.44,4.01,5154
3636,1.73,Very Good,I,SI1,61.2,60.0,7.65,7.67,4.69,10761
2559,0.7,Ideal,G,VS2,61.8,54.0,5.71,5.74,3.54,2593
2358,0.9,Ideal,J,VS1,62.1,57.0,6.16,6.18,3.83,3418
4067,0.96,Very Good,G,SI1,60.3,57.0,6.35,6.38,3.84,4265
8718,1.01,Premium,E,SI1,61.6,59.0,6.44,6.42,3.96,4299
10531,1.01,Ideal,H,SI2,61.7,56.0,6.41,6.46,3.97,4357
23776,0.31,Premium,I,SI1,,59.0,4.32,4.29,2.68,523
21546,0.43,Premium,D,SI1,61.2,58.0,4.87,4.83,2.97,1064
12540,0.38,Ideal,D,VVS2,61.3,56.0,4.73,4.63,2.87,1257
1890,0.42,Ideal,G,VS2,62.1,56.0,4.79,4.84,2.99,847
6591,1.0,Premium,E,SI1,60.5,59.0,6.45,6.4,3.89,5396
5696,0.23,Very Good,E,VVS1,58.8,61.0,3.98,4.01,2.35,485
16776,0.41,Ideal,D,SI1,63.0,53.0,4.74,4.79,3.0,744
6480,0.31,Ideal,F,IF,61.4,56.0,4.38,4.41,2.7,1061
5857,0.41,Premium,F,VVS2,60.1,58.0,4.79,4.83,2.89,1115
20688,1.01,Premium,G,VS1,60.8,58.0,6.44,6.51,3.94,6499
14714,0.36,Ideal,F,IF,61.7,55.0,4.58,4.62,2.84,1210
19163,1.16,Fair,H,SI2,68.2,55.0,6.47,6.37,4.38,3118
5218,0.54,Very Good,E,SI1,59.6,62.0,5.31,5.36,3.18,1559
1601,0.78,Fair,G,SI2,64.9,55.2,5.75,5.82,3.76,2401
16594,1.01,Ideal,H,VS2,62.7,56.0,6.4,6.35,4.0,5260
2030,0.55,Ideal,G,VVS2,,53.8,5.25,5.28,3.27,2064
23754,0.42,Premium,E,SI2,58.5,60.0,4.94,4.91,2.88,814
9607,1.0,Very Good,E,VS2,62.8,57.0,6.34,6.37,3.99,6600
8951,0.52,Ideal,D,SI1,61.2,57.0,5.18,5.22,3.18,1429
20062,0.71,Premium,E,VS2,59.6,60.0,5.85,5.8,3.47,2902
22634,1.11,Ideal,E,SI2,61.4,58.0,6.63,6.66,4.08,5938
24350,0.29,Very Good,E,VVS1,58.9,59.0,4.33,4.4,2.57,664
21594,0.41,Ideal,F,VVS2,61.0,56.0,4.78,4.82,2.93,1115
15189,1.22,Ideal,H,SI1,62.2,56.0,6.84,6.89,4.27,6541
23898,0.91,Very Good,E,SI2,63.4,58.0,6.15,6.09,3.88,3379
25024,2.09,Premium,H,SI2,60.9,58.0,8.23,8.2,5.0,13119
1886,1.0,Good,H,SI2,64.1,61.0,6.36,6.27,4.05,3640
1342,0.3,Very Good,E,VVS1,61.8,56.0,4.29,4.32,2.66,1006
20122,0.3,Ideal,E,VS2,,56.0,4.28,4.32,2.68,658
19045,0.32,Ideal,I,VVS2,61.5,56.0,4.42,4.4,2.71,720
18203,1.0,Ideal,F,SI2,61.8,57.0,6.36,6.45,3.96,4197
21348,0.4,Good,H,SI2,63.7,59.0,4.64,4.69,2.97,561
5819,0.3,Premium,G,VVS1,60.7,58.0,4.36,4.34,2.64,1013
10870,1.05,Ideal,D,VS2,61.7,59.0,6.5,6.53,4.02,7965
22024,0.4,Premium,G,SI1,62.0,59.0,4.7,4.72,2.92,702
15392,2.06,Good,I,VS2,60.2,64.0,8.34,8.14,4.97,15046
17821,0.93,Very Good,I,VS2,63.1,58.0,6.19,6.21,3.91,3766
22109,0.77,Ideal,H,SI2,60.8,57.0,5.96,5.89,3.6,2302
13593,1.2,Ideal,F,VS1,62.9,53.0,6.86,6.81,4.3,9032
23315,1.0,Ideal,F,SI2,62.4,57.0,6.37,6.42,3.99,5798
17878,1.54,Very Good,G,SI1,61.3,59.0,7.38,7.41,4.53,10036
8805,0.59,Ideal,G,SI1,61.8,56.0,5.37,5.39,3.32,1718
20240,0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,1691
8388,0.72,Premium,F,VS1,62.4,58.0,5.83,5.7,3.6,2802
52,1.14,Premium,G,VS2,61.4,60.0,6.71,6.68,4.11,7079
20391,1.09,Premium,J,VS1,59.3,57.0,6.79,6.74,4.01,4303
6556,0.42,Premium,I,SI1,61.2,60.0,4.82,4.78,2.94,803
15780,1.0,Premium,F,VS2,59.9,59.0,6.46,6.42,3.86,5864
17631,0.9,Very Good,D,SI2,61.2,54.0,6.25,6.29,3.84,3975
24507,0.33,Ideal,D,VS1,61.0,56.0,4.47,4.45,2.72,1077
6393,1.43,Very Good,D,SI1,63.5,56.0,7.24,7.09,4.55,9450
17198,0.57,Ideal,E,VS1,61.8,55.0,5.34,5.39,3.32,2192
25019,0.33,Very Good,E,IF,61.8,55.0,4.47,4.52,2.78,957
25718,0.4,Premium,I,VVS1,60.8,58.0,4.76,4.78,2.9,842
11614,1.0,Premium,H,VS1,59.1,60.0,6.45,6.42,3.8,4732
16950,0.7,Ideal,E,SI1,61.1,56.0,5.75,5.78,3.52,3330
9032,1.53,Premium,I,VS2,62.0,58.0,7.36,7.41,4.58,10013
21994,0.9,Very Good,F,VS2,63.4,58.0,6.07,6.11,3.86,4400
19608,0.58,Ideal,G,IF,60.9,57.0,5.39,5.46,3.3,2508
21587,0.34,Premium,D,SI2,60.6,60.0,4.53,4.48,2.73,650
5716,0.5,Premium,F,VS2,,58.0,5.1,5.07,3.14,1654
24403,0.41,Ideal,J,SI2,62.5,54.0,4.78,4.79,2.99,731
5352,0.71,Premium,E,SI1,61.4,58.0,5.77,5.73,3.53,2817
22836,0.35,Premium,I,SI1,62.5,58.0,4.49,4.53,2.82,472
2953,0.7,Premium,G,SI1,60.3,58.0,5.73,5.77,3.47,2170
10582,2.05,Premium,H,VS2,61.8,60.0,8.19,8.14,5.05,18318
3546,0.8,Ideal,F,VS1,62.4,55.0,5.92,5.88,3.68,3884
1718,1.53,Premium,J,IF,61.1,58.0,7.45,7.41,4.54,9596
5471,1.16,Premium,H,I1,61.7,62.0,6.68,6.64,4.11,2368
12536,1.54,Ideal,H,SI2,61.8,57.0,7.43,7.35,4.57,6095
15872,0.36,Premium,H,VS2,60.0,62.0,4.62,4.58,2.76,729
11171,0.58,Very Good,E,VS2,61.9,58.0,5.31,5.36,3.3,1656
19062,0.31,Premium,E,VVS2,,59.0,4.34,4.37,2.63,816
19230,0.32,Ideal,F,VS2,61.9,55.0,4.45,4.41,2.74,773
24981,0.8,Ideal,F,VS1,61.2,56.0,5.98,6.01,3.67,3860
9188,1.02,Good,H,SI2,64.0,57.0,6.41,6.37,4.09,3656
16214,0.5,Ideal,D,VS1,61.9,55.0,5.09,5.12,3.16,1937
24573,0.9,Good,E,SI1,58.1,64.0,6.26,6.28,3.64,3884
26776,0.38,Premium,D,VVS2,61.9,56.0,4.65,4.63,2.87,1257
17874,1.21,Ideal,G,VS1,62.6,56.0,6.81,6.77,4.25,8774
20608,0.63,Ideal,E,VS2,60.8,57.0,5.53,5.55,3.37,2513
20312,0.31,Ideal,F,VS2,62.1,53.0,4.34,4.39,2.71,625
10619,0.9,Very Good,H,SI1,61.7,57.0,6.21,6.26,3.85,3772
3159,1.25,Premium,J,VS2,62.2,59.0,6.86,6.88,4.27,5299
1862,0.71,Fair,H,VS2,62.1,70.0,5.67,5.6,3.5,1832
4427,0.51,Ideal,D,VS2,61.4,57.0,5.13,5.16,3.16,1716
6334,0.5,Very Good,J,SI1,63.2,55.0,5.07,5.03,3.19,1000
10932,0.51,Very Good,G,VVS2,60.9,56.0,5.17,5.21,3.16,1768
10329,1.51,Good,I,SI1,63.8,57.0,7.21,7.18,4.59,6046
868,1.5,Very Good,H,SI1,61.5,62.0,7.24,7.3,4.47,8791
9457,0.91,Very Good,H,VVS2,63.6,56.0,6.11,6.13,3.89,4143
3607,1.2,Ideal,G,VS2,62.6,57.0,6.74,6.81,4.24,7413
13184,0.9,Good,E,SI1,63.8,56.0,6.09,6.17,3.91,3510
5868,0.32,Ideal,F,VVS1,61.4,56.0,4.4,4.43,2.71,912
16024,1.72,Premium,G,VS1,59.4,60.0,7.82,7.86,4.66,17605
14769,1.28,Very Good,G,VVS2,59.5,56.0,7.12,7.16,4.25,11478
3512,2.29,Premium,H,SI2,62.5,58.0,8.43,8.37,5.25,17666
22751,0.5,Ideal,D,VS1,63.0,57.0,5.06,5.0,3.17,1571
12713,1.55,Premium,J,SI2,62.6,57.0,7.37,7.32,4.6,6890
10289,0.9,Good,E,SI1,63.9,55.0,6.08,6.13,3.9,4463
23373,1.51,Premium,H,VS1,61.0,60.0,7.34,7.29,4.46,11263
11934,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,4956
8721,1.0,Ideal,F,SI2,61.1,54.0,6.51,6.47,3.97,3674
3728,0.78,Very Good,G,VS2,62.6,58.0,5.81,5.89,3.66,3113
14090,0.72,Ideal,I,VVS1,62.9,57.0,5.68,5.77,3.6,2493
1449,0.47,Fair,E,SI1,67.9,56.0,4.84,4.65,3.24,829
305,0.42,Very Good,F,VS1,60.9,58.0,4.84,4.88,2.96,910
5350,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,1039
7331,0.53,Ideal,G,SI1,62.4,55.0,5.21,5.18,3.24,1329
26549,1.19,Premium,E,I1,60.2,61.0,6.91,6.87,4.15,3572
21144,1.5,Very Good,J,VS1,,57.0,7.24,7.2,4.57,8896
9427,1.1,Ideal,F,I1,61.3,57.0,6.68,6.62,4.08,3690
20432,1.0,Good,E,VS2,57.4,58.0,6.57,6.61,3.78,6050
6303,0.31,Ideal,F,IF,61.5,55.0,4.34,4.37,2.68,1061
23360,0.7,Very Good,H,SI1,,56.0,5.72,5.76,3.51,2548
19795,0.91,Very Good,E,SI1,62.5,61.0,6.1,6.19,3.84,4512
14216,1.75,Ideal,F,SI2,62.9,57.0,7.71,7.59,4.81,11113
26614,0.5,Ideal,H,VS2,61.2,56.0,5.18,5.14,3.16,1332
6476,0.71,Ideal,F,VS2,61.5,55.0,5.74,5.77,3.54,3516
22054,0.53,Ideal,E,VS2,61.0,57.0,5.26,5.23,3.2,1727
14189,0.9,Very Good,F,SI1,63.2,56.0,6.16,6.09,3.87,4158
9315,1.31,Ideal,G,SI1,63.4,57.0,6.97,6.87,4.4,7277
20308,1.5,Good,E,SI1,58.5,59.0,7.45,7.49,4.37,11554
2554,0.75,Good,E,SI1,58.3,60.0,5.94,5.99,3.48,2923
17808,0.63,Ideal,J,SI1,61.8,56.0,5.47,5.52,3.39,1565
20465,0.41,Ideal,E,VS2,61.8,56.0,4.74,4.78,2.94,935
6059,1.06,Ideal,F,VS2,62.1,55.0,6.52,6.55,4.06,7334
2084,1.14,Premium,E,VVS2,59.7,58.0,6.91,6.83,4.1,10446
12999,0.74,Very Good,G,SI2,63.3,57.0,5.73,5.7,3.62,2398
18306,0.39,Very Good,J,VS1,61.0,62.0,4.66,4.71,2.86,616
12056,1.01,Ideal,G,VVS2,62.5,56.0,6.38,6.41,4.0,7941
6101,0.9,Very Good,G,VS1,61.3,61.0,6.15,6.25,3.8,4515
21471,1.04,Ideal,H,SI2,62.1,56.0,6.48,6.5,4.03,4404
18858,0.33,Ideal,E,SI1,62.0,54.0,4.43,4.41,2.74,743
6961,1.15,Premium,H,SI1,62.0,58.0,6.77,6.71,4.18,5433
17679,0.24,Ideal,F,VVS2,62.4,55.0,3.99,4.02,2.5,526
8260,0.7,Very Good,G,SI1,61.8,56.0,5.7,5.76,3.54,2106
5455,0.91,Premium,G,VS1,60.9,54.0,6.38,6.27,3.85,4510
19853,0.32,Ideal,J,VVS1,62.3,54.0,4.41,4.43,2.75,494
24347,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,8431
1853,0.33,Ideal,D,VS2,,55.0,4.47,4.5,2.73,781
14375,1.02,Very Good,H,SI2,63.4,54.0,6.37,6.43,4.06,4252
754,0.91,Very Good,I,VS2,63.0,58.0,6.07,6.15,3.85,3340
7736,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,4851
1408,1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,4127
15199,0.55,Premium,E,SI1,,59.0,5.25,5.28,3.22,1551
5130,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,642
21190,0.32,Premium,E,SI1,62.2,58.0,4.39,4.36,2.72,720
11749,0.9,Ideal,E,VVS2,62.8,54.0,6.11,6.21,3.87,7286
15094,1.0,Very Good,E,SI2,,54.0,6.33,6.37,4.0,4630
20191,1.62,Ideal,I,VS2,,55.0,7.56,7.59,4.68,11217
16343,1.21,Ideal,J,SI1,62.7,55.0,6.84,6.79,4.27,5489
1839,1.07,Ideal,F,SI2,61.5,57.0,6.57,6.6,4.05,4678
8401,1.51,Premium,E,VS2,62.2,59.0,7.31,7.36,4.56,14171
9500,0.76,Ideal,I,VS2,61.3,56.0,5.87,5.91,3.61,2793
19515,1.01,Good,E,VS2,63.4,56.0,6.35,6.37,4.03,5954
14953,0.31,Ideal,F,VS2,62.8,56.0,4.32,4.28,2.7,802
15472,0.23,Very Good,F,VVS2,61.7,55.0,3.99,4.05,2.48,498
26731,0.3,Ideal,H,VS1,61.3,56.0,4.31,4.33,2.65,526
9237,0.41,Premium,E,VS1,60.8,59.0,4.76,4.82,2.91,1079
15004,0.56,Ideal,H,VS2,61.7,54.0,5.31,5.33,3.28,1427
11845,0.53,Very Good,D,VS1,60.5,58.0,5.27,5.3,3.2,2170
7501,0.89,Good,F,SI1,64.3,55.0,6.12,6.01,3.9,3663
422,0.36,Ideal,D,VS2,61.3,55.0,4.58,4.62,2.82,928
11635,0.32,Very Good,E,VS1,61.6,56.0,4.4,4.46,2.73,618
16618,0.51,Premium,G,VS1,62.3,58.0,5.13,5.08,3.18,1781
25948,0.7,Good,D,SI1,62.6,60.0,5.57,5.61,3.5,2681
1498,1.05,Fair,J,SI2,65.8,59.0,6.41,6.27,4.18,2789
9464,0.32,Ideal,G,VS2,61.8,57.0,4.38,4.42,2.72,561
1682,0.33,Ideal,E,VS2,61.2,56.0,4.45,4.47,2.73,723
18051,0.81,Very Good,G,SI1,62.3,59.0,5.93,5.98,3.71,3095
17682,1.18,Ideal,H,VS1,64.9,58.0,6.57,6.53,4.25,7216
26631,1.0,Very Good,D,SI2,59.5,62.0,6.49,6.52,3.87,4543
16213,0.56,Ideal,D,VS1,62.5,56.0,5.26,5.3,3.3,2292
26927,1.03,Very Good,G,SI2,62.2,56.0,6.46,6.49,4.03,4374
10212,0.91,Premium,F,SI1,,59.0,6.21,6.17,3.82,4036
24521,0.7,Good,G,VS2,63.1,58.0,5.66,5.69,3.58,2282
11596,1.2,Very Good,G,VS2,62.0,55.0,6.8,6.84,4.23,7318
16760,0.31,Ideal,G,VVS2,62.1,56.0,4.35,4.32,2.69,907
22274,1.18,Premium,I,SI1,62.8,56.0,6.74,6.71,4.22,5088
16575,0.73,Ideal,F,VS1,,55.0,5.8,5.83,3.57,3797
16269,0.33,Very Good,D,VS2,60.8,60.0,4.52,4.46,2.73,615
21469,1.06,Premium,H,SI1,61.6,59.0,6.55,6.54,4.03,4872
25361,0.5,Ideal,E,VS2,60.0,57.0,5.12,5.15,3.08,1624
1338,1.04,Premium,G,SI2,62.2,59.0,6.57,6.49,4.06,3861
4597,1.13,Premium,H,VS2,60.6,58.0,6.81,6.72,4.1,5885
17399,0.4,Premium,H,VVS2,60.9,58.0,4.79,4.74,2.9,1125
23140,0.71,Very Good,F,SI2,59.2,60.0,5.85,5.91,3.48,2134
327,1.11,Premium,E,SI2,62.5,58.0,6.63,6.61,4.14,4664
7912,0.43,Premium,D,VS2,59.7,59.0,4.89,4.93,2.93,901
7341,0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6,3343
22790,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,978
17262,0.78,Premium,F,SI1,61.5,59.0,5.96,5.88,3.64,2816
24666,1.53,Ideal,G,VVS2,61.2,57.0,7.4,7.44,4.53,15137
1614,0.38,Ideal,H,IF,60.0,60.0,4.71,4.76,2.84,1064
16477,0.42,Ideal,G,VVS2,60.7,55.0,4.86,4.89,2.96,1031
4263,0.7,Very Good,J,SI1,58.4,62.0,5.85,5.87,3.42,1836
17179,0.73,Premium,F,VS2,58.7,57.0,5.97,5.92,3.49,2882
24334,1.71,Premium,G,VS1,62.3,58.0,7.65,7.61,4.75,17197
18981,0.43,Ideal,F,VVS2,62.2,55.0,4.85,4.83,3.01,1250
22955,2.43,Premium,J,VS2,62.2,57.0,8.63,8.54,5.34,18692
7845,1.21,Very Good,F,VS2,60.1,55.0,6.91,7.01,4.18,8711
17018,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,666
4497,0.37,Ideal,F,VS1,61.1,57.0,4.61,4.65,2.83,811
18781,2.01,Premium,I,SI1,61.5,60.0,8.12,8.01,4.96,16499
18402,0.33,Premium,E,VS2,60.6,58.0,4.49,4.45,2.71,866
17061,0.34,Ideal,F,SI2,60.1,56.0,4.55,4.54,2.73,574
13492,1.14,Very Good,F,VS2,59.0,60.0,6.84,6.81,4.03,8131
3588,0.38,Ideal,I,SI1,61.9,54.0,4.64,4.67,2.88,593
185,1.21,Very Good,I,SI1,63.3,60.0,6.76,6.69,4.26,4404
11966,1.51,Ideal,G,SI1,62.9,57.0,7.3,7.27,4.58,11255
2983,1.01,Premium,H,SI1,59.5,59.0,6.56,6.52,3.89,4771
17158,0.92,Premium,H,SI1,62.4,58.0,6.19,6.22,3.87,3624
26494,0.54,Ideal,E,SI2,62.1,56.0,5.18,5.22,3.23,1163
12686,0.53,Very Good,F,SI2,63.2,55.0,5.17,5.18,3.27,1110
3614,0.31,Ideal,G,IF,62.1,54.0,4.38,4.41,2.73,891
259,0.41,Ideal,I,IF,,57.0,4.78,4.81,2.93,953
6460,1.01,Premium,F,SI2,60.9,60.0,6.45,6.42,3.91,3297
17083,0.51,Ideal,E,SI1,60.8,57.0,5.17,5.22,3.16,1437
2859,1.05,Ideal,F,SI1,61.3,54.0,6.58,6.61,4.04,5842
9075,1.11,Very Good,I,SI2,63.7,58.0,6.57,6.53,4.17,3882
21485,0.9,Very Good,F,SI1,62.6,57.0,6.16,6.2,3.87,3950
165,0.5,Very Good,E,VS1,63.9,55.0,4.98,5.03,3.2,1604
2353,0.7,Ideal,D,VS1,61.9,57.0,5.69,5.72,3.53,3093
18492,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,6905
1774,0.51,Premium,D,SI1,62.2,58.0,5.13,5.06,3.17,1619
9888,0.72,Ideal,G,VS2,61.7,56.0,5.74,5.78,3.55,3012
16012,0.38,Ideal,E,VVS1,62.4,56.0,4.64,4.67,2.9,1267
10718,0.32,Ideal,D,SI2,61.4,56.0,4.43,4.46,2.73,477
22730,0.54,Very Good,E,VS1,61.7,58.0,5.24,5.27,3.24,1676
23849,0.61,Premium,F,VS2,59.6,61.0,5.58,5.5,3.3,2075
16260,0.3,Ideal,E,VVS1,62.5,54.0,4.32,4.29,2.69,979
15766,0.71,Very Good,D,SI1,61.0,58.0,5.71,5.87,3.53,2683
19395,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,18041
12965,0.25,Very Good,E,VVS2,63.4,58.0,3.97,4.01,2.53,575
2875,0.73,Ideal,G,VS2,60.9,57.0,5.8,5.86,3.55,3307
1991,1.01,Premium,E,VS2,62.0,59.0,6.44,6.46,4.0,6666
10750,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,15919
2002,0.71,Ideal,D,SI2,61.9,56.0,5.78,5.73,3.56,2452
4784,1.7,Premium,G,SI2,62.5,58.0,7.53,7.6,4.73,10574
14839,2.02,Ideal,J,SI2,62.2,57.0,8.11,8.18,5.07,12736
24728,0.3,Good,G,VVS2,63.8,57.0,4.24,4.26,2.71,684
6502,0.51,Good,H,SI1,63.4,57.0,5.06,5.09,3.22,1119
1574,0.25,Very Good,E,VVS2,,61.0,4.03,4.06,2.47,533
12638,0.31,Ideal,H,VS1,61.7,57.0,4.34,4.38,2.69,544
537,1.22,Premium,I,VS2,60.3,59.0,6.93,6.87,4.16,6217
17724,0.3,Ideal,G,VS2,61.3,56.0,4.3,4.28,2.63,675
10603,1.52,Premium,D,SI2,61.4,54.0,7.51,7.43,4.59,10308
21781,0.59,Very Good,E,VS2,59.4,63.0,5.42,5.46,3.23,2145
21374,1.51,Premium,I,VVS2,62.1,58.0,7.32,7.29,4.54,9498
737,1.57,Ideal,G,SI1,61.7,55.0,7.51,7.44,4.61,8752
20297,1.5,Very Good,E,SI1,59.3,60.0,7.4,7.5,4.42,12247
18822,0.3,Very Good,F,VS1,59.8,59.0,4.3,4.43,2.61,704
2837,0.4,Premium,F,VS1,62.4,59.0,4.67,4.69,2.92,982
196,0.71,Ideal,E,VS2,62.0,55.0,5.72,5.77,3.56,3421
12607,1.59,Very Good,I,SI1,62.4,56.0,7.46,7.48,4.66,9925
16744,1.01,Premium,E,VS1,61.2,61.0,6.41,6.33,3.9,6670
